geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;pnl509;pnn509;pnl513;pnn513;pnl514;pnn514;pnl515;pnn515;pnl516;pnn516;pnl517;pnn517;pnl518;pnn518;pnl519;pnn519;pnl520;pnn520;pnl525;pnn525;pnl526;pnn526;pnl527;pnn527;pnl528;pnn528;pnl529;pnn529;pnl530;pnn530;pnl531;pnn531;pnl532;pnn532;pnl533;pnn533;pnl534;pnn534;pnl535;pnn535;pnl536;pnn536;pnl537;pnn537;pnl540;pnn540;pnl541;pnn541;pnl542;pnn542;pnl543;pnn543;pnl544;pnn544;pnl545;pnn545;pnl547;pnn547;pnl552;pnn552;pnl553;pnn553;pnl554;pnn554;pnl555;pnn555;pnl556;pnn556;pnl557;pnn557;pnl559;pnn559;pnl560;pnn560;pnl561;pnn561;pnl562;pnn562;pnl563;pnn563;pnl564;pnn564;pnl565;pnn565;pnl566;pnn566;pnl567;pnn567;pnl568;pnn568;pnl569;pnn569;pnl570;pnn570;pnl571;pnn571;pnl573;pnn573;pnl574;pnn574;pnl575;pnn575;pnl577;pnn577;pnl579;pnn579;pnl580;pnn580;pnl581;pnn581;pnl582;pnn582;pnl584;pnn584;pnl585;pnn585
46.65.439.411;1;1500;1426;74;0;406;21;127;65;61;243;65;86;123;130;129;26;14;4;1318;6;57;28;91;34;1466;472;1028;3186;3094;2;10;8;0;1268;943;0;2818.57;179.4;214.97;2854.14;114.25;15.09;106.77;49.4;285.51;1339.44;1135.69;15.1;0.8;77.6;2568.63;1039;323;21;621.1;0;3.8;2.4;6;0;0;0;6.85;7566;2626;416;507;58;0;8;0;44;75;1579;40;242;0;680;42;38;0;209;0;13;0;2;32;76;4;11;18;0;0;0;0;1;16;0;41;0;0;0;0;1;238.88;522.73;646.97;0;5.2;0.15;0.02;0.03;51.96;34.86;4.88;13.12;3.87;3.14;8.7;6.75;11.04;2.97;8.57;0.38;1.34;0.3;0.26;9.82;155.99;42.03;0;0.25;57.46;1.8;0.11;5.66;0.12;3.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.65;260.03;83995;1.14;403;14.68;6452;40;16912;0.86;530;5.39;1710;0.53;240;3.97;2205;0.03;27;0.02;11;8.76;5434;0.04;19;1.64;252;2.18;1650;15.12;7187;12.9;0;4.2;5076;111.4;0;0.35;178;0.12;38;8.37;6012;635.01;431191;2.72;2387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.439.786;1;516;496;20;0;167;22;43;31;41;27;20;14;40;36;54;18;3;0;469;0;11;14;22;1;515;113;403;1115;1079;1;8;9;0;273;256;0;1080.38;72.5;67.98;1075.86;51.71;9.44;41.78;9.7;112.63;574.27;370.66;3.2;0;15.1;963.23;360;103;20;165.3;0;0.2;2;0;0;0;0;0;3521;3030;100;217;28;0;0;0;0;0;486;0;32;0;159;16;6;0;194;0;0;0;1;14;20;0;0;0;0;0;0;0;7;6;0;86;0;0;0;0;2;212.56;189.64;64.9;0.4;2.52;0.01;0;0.05;32.35;6.69;1.21;3.59;1.14;0.06;2.68;3.26;2.12;2.02;2.31;0.01;0.03;0.2;0.34;13.08;72.99;15.51;0;0.15;77.36;0.57;0.2;2.96;0;4.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.85;61.64;16818;0.48;81;2.96;523;8.89;1512;0.38;161;2.86;599;0.05;35;0.03;31;0;4;0;2;1.38;697;0.02;8;0.82;66;1.54;1125;1.69;301;0.73;0;1.39;971;23.9;0;0.1;3;0;0;2.99;1860;246.77;120406;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.506.112;1;1142;1047;95;0;428;19;146;66;57;146;21;24;67;62;76;19;8;3;698;18;67;94;265;159;983;682;460;2474;2445;0;18;9;0;705;557;0;1471.16;115.9;132.58;1487.84;104.95;6.44;92.6;121.8;325.79;503.49;576.36;30.7;1.6;49.9;1162.05;741;109;11;24.3;0;22.7;1.9;4.3;0;0;0;0;5757;2640;1074;918;295;0;27;0;23;36;1319;33;83;9;805;49;29;22;158;0;2;0;8;26;46;2;30;56;0;2;0;0;0;26;0;37;0;0;0;32;15;94.82;93.95;356.52;0;1.64;0.03;0.12;0.06;11.87;6.58;0.77;10.22;0.72;0.91;0.84;0.94;2.16;5.5;3.85;0.4;0.4;0;0.29;0.14;0.37;9.04;0;0;3.96;0.61;0;0.44;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.54;76.91;16491;7.19;120;26.47;3653;12.99;2526;1.54;96;5.26;1058;0.65;47;0.37;39;0.06;8;0;4;0.5;229;0.21;11;0.93;62;0.92;159;2.05;235;1.1;0;7.95;1387;49.38;1565;1.65;182;0.09;11;2.6;1098;323.05;89198;0.13;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.506.150;1;206;189;17;0;29;13;6;4;5;34;18;29;22;29;11;5;0;1;181;0;6;11;8;25;181;84;122;430;474;0;74;79;0;266;290;0;391.57;14.1;36.14;413.61;20.02;22.37;13.08;2.5;57.97;186.68;158.16;5.3;0.1;5.4;355.64;149;49;2;30.7;0;0;0;0;0;0;0;5.7;1541;400;161;228;12;0;0;0;0;0;183;0;0;0;63;0;4;0;67;0;2;0;0;11;13;1;1;20;0;0;0;0;3;7;0;5;0;0;0;1;0;5.2;122.78;30.75;0;0.07;0;0;0;3.67;1.4;0.02;0;0.07;0.01;0.14;0;0;0.3;0.16;0;0;0;0;0;8.37;0.55;0;0;13.76;0.52;0;17.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.61;21.64;1160;0.79;53;17.27;781;16.31;842;1.93;107;8.86;480;1.39;85;0.04;2;0.06;3;0;0;1.23;53;0;0;0.4;13;1.08;59;9.87;418;0;0;2.95;259;8.32;0;0.1;3;0;0;0;0;67.71;25834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.506.410;1;281;273;8;0;101;9;18;10;13;34;9;7;23;40;13;3;1;0;255;0;9;1;16;71;210;107;174;652;628;0;3;5;0;294;290;0;511.82;13.6;41.19;539.41;26.25;1.95;9.89;0.1;38.19;292.3;191.42;5.4;0;12.1;501.22;209;69;1;96.4;0;4.1;0;0;0;0;0;0;2382;1774;204;1036;2;0;0;0;0;0;335;0;38;0;54;0;14;0;113;0;1;0;0;20;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;0;0;100.76;121.5;0;1.01;0;0;0;0.35;0.23;0.39;0.51;0.05;0.05;0;0.1;0.3;0.6;0.95;0;0;0;0;0.04;0.8;0.14;0;0;13.83;0.58;0.6;49.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.6;48.4;8510;0.38;32;10.64;1305;27.94;3052;0.54;149;4.87;514;2.3;368;0.09;13;0.13;21;0;0;0.66;45;0.03;2;0.37;17;0.3;53;1.13;112;0.3;0;2.99;899;5.8;0;0.29;30;0;0;1.1;1006;85.31;42761;0.02;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.506.748;3;2132;1909;223;0;540;23;132;96;99;401;47;49;223;73;234;139;60;16;768;9;248;487;620;151;1981;755;1377;4829;4812;0;29;19;0;641;535;0;2487.85;187.1;189.31;2490.06;235.47;35.76;81.22;190;542.45;736.6;1076.01;51.5;3.8;79.7;1947.61;867;179;32;0.6;0;35.6;0.8;0.4;1.2;0;0;0;4956;5115;1255;1612;1188;100;2;0;134;77;1175;35;27;11;1014;0;12;0;100;20;2;0;18;19;45;1;0;108;0;0;0;0;0;15;1;0;0;0;0;107;1;314.8;279.68;113.88;1.6;44.16;1.01;0.02;0.73;1.75;24.96;0.9;5.99;2.12;0.02;1.69;4.62;1.04;16.1;8.29;0.2;0.49;0;0.14;2.9;39.76;5.87;0;10;107.5;25.1;1.61;15.23;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.32;127.3;16969;23.64;951;58.09;5843;73.4;4516;34.19;598;31.54;1475;1.39;1590;0.44;59;0.43;51;1.29;58;1.35;139;0.21;39;34.48;451;17.86;754;34.74;587;0.63;0;37.8;4258;34.29;25;5.43;2297;2.86;1166;7.5;2917;408.09;56105;2.09;1365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.515.449;1;1631;1531;100;0;526;27;170;76;80;256;37;45;152;97;97;37;22;8;1048;18;161;120;284;65;1566;394;1237;3599;3601;0;11;7;0;806;452;0;2815.21;167.1;276.27;2924.38;129.74;27.27;174.25;474.3;805.56;915.83;950.59;14.3;2.8;235.3;2118.82;1122;245;20;53.7;0;11.2;0.5;0.5;0.5;0;0;0;10791;4770;1166;1145;357;86;5;0;20;26;1892;45;101;0;1683;76;107;0;430;11;8;0;1;22;20;3;0;4;1;0;1;0;0;9;0;24;3;0;0;8;20;149.76;337.45;211.26;0;3.03;0.01;0.01;0.04;10.76;15.86;3.97;5.62;2.94;2.51;6.67;9.16;18.77;11.68;11.41;0.31;0.25;0.03;0.02;16.08;106.91;17.87;0;0.04;70.67;5.34;0;45.55;0.18;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.5;145.45;38311;5.88;1566;74.82;12417;40.4;11774;4.21;1374;14.95;3730;4.11;1714;1.27;288;0.23;19;0.14;11;5.22;2705;0.22;34;1.1;817;8.14;821;9.81;2167;2.47;0;9.04;3809;66.83;273;2.91;722;0.07;44;7.77;2997;555.07;260325;3.52;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.515.487;1;1187;1093;94;0;268;37;165;120;53;187;24;27;109;60;77;43;11;6;533;14;99;280;261;13;1174;483;704;2779;2618;0;96;74;0;511;473;0;1143.45;55.8;105.91;1193.56;89.9;10.09;57.29;135.3;292.58;461.53;359.65;5;3;71.8;900.98;770;65;1;5.3;0;0.3;0.8;0;0;0;8;1.56;5200;1290;686;299;425;0;33;0;22;0;1220;36;57;0;820;12;27;20;305;0;3;6;2;5;3;3;0;45;0;4;1;0;3;3;6;0;1;0;0;0;3;180.89;156.62;142.26;1;2.74;0.1;0.81;0.01;11.32;14.82;4.06;4.76;3.99;0.15;3.55;5.6;6.77;5.26;14.61;2.45;2.07;0.27;0.27;10.11;42.24;13.87;0;0.2;45.34;2.02;0.25;2.26;0.42;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.27;124.77;19532;1.78;207;32.76;4064;30.96;4103;5;830;8.62;1078;0.99;84;0.97;121;0.73;44;0.09;9;1.91;200;0.34;46;3.27;269;1.53;1331;5.46;1092;2.01;0;6.1;1157;30.57;380;1.64;211;0.17;43;1.5;234;110.63;23856;0.36;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.65.524.488;1;1688;1482;206;0;472;36;119;97;85;230;80;36;119;102;207;64;37;4;1298;41;150;82;117;32;1656;670;1018;3640;3544;0;119;124;0;1704;1492;0;4052.85;257.1;239.8;4035.55;116.77;26.44;275.22;7.3;425.73;1582.78;2001.24;4.1;4.7;17;3609.82;1074;383;55;806;0;0;11.6;10.2;0;0;0;1.2;9853;3662;765;1712;171;0;8;0;16;123;1745;45;311;0;779;71;103;0;788;12;17;8;1;55;141;1;7;5;3;1;0;0;0;32;0;0;1;0;0;7;23;145.84;194.56;1046;3;1.24;0;0.04;0.19;15.73;9.11;3;5.46;2.7;0.16;0.74;2.4;0.62;1.35;3.76;0.01;0;1.25;1.6;1.27;116.09;9.72;0;0.3;57.94;0.85;0;19.01;0.4;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.65;426.97;87301;2.24;157;35.27;5230;91.3;17581;0.3;215;11.88;2714;0.69;180;0.39;57;0;22;1;214;13.15;2838;0;1;1.97;270;30.1;5434;25.25;4165;3.13;0;21.48;12561;166.34;0;3.65;1609;0;0;3.09;1547;1239.57;426832;8.86;4176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46.67.142.075;1;810;683;127;0;290;5;56;52;55;165;18;30;66;14;37;16;4;2;503;3;61;52;191;17;793;278;532;2040;2028;0;35;5;0;469;212;0;1603.9;84.4;82.39;1601.89;84.68;11.43;30.48;56.9;183.49;395.16;1002.04;17.2;1.5;2.5;1418.4;479;163;29;152.8;0;12;1.9;0;0;0;0.4;0;5349;6200;625;409;178;0;1;0;22;15;1144;88;19;10;872;71;7;0;98;0;0;0;4;0;16;1;0;2;0;0;8;0;3;2;0;1;0;0;0;4;11;7.1;292.9;174.49;0;0.2;0;0;0;8.42;4.48;0;0.96;0.55;0;0.49;0.76;2.85;12.54;5.27;0;0;0;0;4.83;3.21;1.22;0;0;5.12;0.86;0;28.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.09;153.49;22373;3.08;434;222.26;38906;68.5;19110;6.25;1144;2.46;377;2.83;966;0.19;59;0.35;71;0.02;7;0.09;15;0;0;0.69;44;4.19;1309;2.15;280;0;0;6.44;1722;382.31;0;0.97;152;0.85;50;46.76;18231;47.99;17249;0.09;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
